,Text,Emotion
115139,حط يابنى قطر واسرائيل علشان نخلى الناس تصدق كتكم وكسه جريده وسخه وشعب اوسخ ورئيس نجس,ANGER
115157,دميم بن وسخه,ANGER
115158,قطر بنت وسخه,ANGER
115174,هو مين ولاد الوسخة اللى بيقتل الشعب وبيصفى سينا ولا اللى بينشر اللى بيحصل,ANGER
115176,قحا كان منشور علي الصفحة الرسمية للمتحدث العسكري يا معرصين,ANGER
115200,أوسخ أجناد الأرض,ANGER
115214,خير معرصين الأرض,ANGER
115229,وسخ وكلب زى اللى جابوه,ANGER
115246,طبعا ايد واخده ايد وسخه,ANGER
115253,احااااااا كنا بنصدق قبل منفهمكم يا ولاد المتناكه يا معرصين,ANGER
115268,قطر اسرائيل تركيا الإخوان كلهم اشكال وسخة و حسالة و كلاب امريكا و بريطانيا,ANGER
115275,مفبرك ايه يا ولاد الوسخة يا معرصين يلعن ابوكو ولاد ستين كلب بدل ما تقولو ان اللي حصل غلط ولازم اللي غلط يتحاسب تقولو مفبرك اتفو عليك,ANGER
115280,جيش المعرصين,ANGER
115291,والمتحدث العسكري مسح الصور ليه يا جريدة وسخه يولد الكلب,ANGER
115311,جذمة الجندي المصري البطل انضف واشرف من الاشكال الوسخه دي كلهالان كلهم شوية خولات مش رجاله معروفين للعالم كله هماايه خووووووووولات,ANGER
115317,خير أعراص العرص,ANGER
115325,اول حاجة الكلام دة كدب لو حقيقي كان كل القنوات العربية نشرتو عقنواتها وصفحاتها ثانيا انتو صفحة معرصة ومطبلاتية ثالثا كفاية تطبيل يولاد الوسخة,ANGER
115328,والمثحدث العسكري كمان اللي نشر صورهم دا يطلع اي ياعلام ابن وسخه منكم لله,ANGER
115348,جريده وسخه ومعرصه,ANGER
115349,يا عالم يا معرصه مساء الخير,ANGER
115357,السيسي العرص دمر مصر دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص,ANGER
115358,السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
115359,السيسي العرص دمر مصر السيسي العرص دمر مصر دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
115360,السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر السيسي العرص دمر مصر,ANGER
115365,بالا يا ولاد الوسخة الجيش المصري جذمتة فوق دماغكم ورقابكم,ANGER
115366,مفبرك اية ياجريدو وسخة,ANGER
115370,تحيا مصر بشعبها وجيشها وشرطتها ورئيسها السيسى موتوا بغيظكم ياخرفان والجزيره وقطر بنت الوسخه والخول تميم ابن الوسخه وكمان معاهم حمد النطع جوز الوسخه,ANGER
115381,كل الناس عارفة انة فيلم متفبرك فلية الضجة دي علي قناة معروفة بقذارتها هي وقطر بنت الوسخة,ANGER
115402,معرصين ولاد وسخه بجد هههههه ياولاد المره المتناكة المتحدث بتاع الجيش الوصخ بتاعكم نزل الصور ومسحها,ANGER
115408,المؤامره الكونيه وحرب المجرات علي مصر والطرف التالت واللهو الخفي كله علي ماسر اه ياشويه معرصين,ANGER
115413,إكذب ثم إكذب ثم إكذب حتي يطلع لك ديل وقرنين وتنضم لقائمة خير معرصين الأرض,ANGER
115417,قطر بنت الوسخة كذابة كذابة كذابة وتحيا مصر وجيش مصر المنتصر الساحق الماحق للاعداء,ANGER
115432,ياتميم باقول لك اعمل تحليل انت وحمد واسال موزه مين ابوك الحقيقي تاكد انك ابن حرام وده كان بسبب شقاوة ماما اسرائيل ايه واخوان ايه هم دول المعرصين اللي عارفين حقيقتك وكاسرين عينك,ANGER
115448,نسيت تركيا ياعرص,ANGER
115452,تميم ابن الوسخة,ANGER
115454,شوية معرصين مع بعض,ANGER
115463,وحشتونى يامعرصين ياولاد المنيوكه,ANGER
115473,اسأل نفسك أيها المعرص مين اللي وصل البلد للحال ده,ANGER
115481,دا لسه بلحه العرص واخد حلق وسلسلة الحاجة زينب لصندوق تحيا ماسر,ANGER
115505,اعملوا حمله للبحث عن المختفيين قسريا اللى خطفعم السيسى العرص,ANGER
115540,كدبة بيضة يا معرصين,ANGER
115546,كسسسسم العرص ع كسسسسم معررررصينه,ANGER
115563,ههاهاهاهاهاها ضحكات شريره متقطعه يا نظام وسخه افتح القوس بعد تيران وصنافير ايه حجازى ليها اهل ببيسئلو عليها كسمك يامصر,ANGER
115564,ماشي ياعرص,ANGER
115585,السيسي العرص مجرد خدام السيادة والتوصيل ديلفري بطيارة عسكرية يا جيش كامب ديفيد والقضاء الشاخخ,ANGER
115601,عيب احنا اصبحنا اضحوكه بسبب العرص هل يجرؤا العرص يطلب من اى رئيس دوله انه يفرج عن اى مصرى حتى لو مظلوم لا يجرؤا عارف ليه لانه ذليل ورخيص وعديم الكرامه وللاسف رخصنا معاه,ANGER
115611,اذاكان القضاء وسخ هى كمان جاسوسه بنت وسخه وكانت ثورة جواسيس نتفرج عالصوره بالكامل,ANGER
115620,هههههههه هههههههه ياولاد الوسخة انتوا ازاي كده,ANGER
115632,أتصدق انا اتفوجت ياشويه معرصصصصصين,ANGER
115635,المؤامرة الكونية علي مصر لا تنتهي يا جريدة وسخة,ANGER
115660,تعليمات ترامب كانت واضحة أعيدوها وإلا  آية حجازي تصل البيت الأبيض بأمر من ترامب لعرص مصر اثناء زيارة الاخيرة لواشنطن,ANGER
115664,يأاوسخ جريده,ANGER
115669,اه يا ولاد الوسخه,ANGER
115682,هههههههههههه انتو معرصين اوي,ANGER
115685,مش كده برضو يامعرص,ANGER
115691,جريدة معرصة,ANGER
115704,يا معرصييين,ANGER
115706,هو ما فيش غير يوسف شاهين المعرص,ANGER
115716,عمرك شوفت إعلام اوسخ من كده يا بوق النظام يا كلاب اتكسفوا علي دمكوا,ANGER
115727,هههههههههههههههه قضاء لا غبار عليها العرص جاه من أمريكا معاه أفرج أيه حجازي,ANGER
115737,يا اهبل يا ابن الهبله يا عار يا ابن العار ده حتي لو كان كلامك صحيح كانت المفروض ما تخرج بعد زيارة السيسي لامريكة عمرك شفت جرنال اوسخ من كده,ANGER
115752,طيب والله يا ولاد الكلب يا معرصين أيه حجازى طلعت غصب عنكم يا ولاد الكلب يا معرصين إلى معاه ترامب ميخفش وكمان راحت أمريكا ب طياره عسكريه منكم لله يا معرصين,ANGER
115763,ألف مبروك خروجهاأولا ويسلم الباسبور الأمريكى اللى خلى عرصكم المبجل يقلع أكتر وأكتر قضاء مين ياعرص ده الطياره العسكريه كانت منتظراها ع باب السجن ياعرص,ANGER
115764,اخرس يا كلب,ANGER
115774,لا صوت يعلو فوق صوت معركة العرص مع الارهاب الارهاب المحتمل الذي جعله العرص حقيقة,ANGER
115777,يوسف شاهين اخرس كلب واطى السنوتش ده تديه لحد من اهلك هما محتاجينه أكتر بدل مايشحتوه,ANGER
115787,لا خضعت يا ابن الوسخه,ANGER
115794,يا سلام دي طيزكم هي الحمرااا يا ولاد المتناكة يا معرصين بأمارة اية يا صفحة معرصة الكلام الي بتقولو دة مهي خرجت وسفرت والدنيا جميلة وبطلع لسنا كمان عايز اية تاني عشان تصدق ان دة قضاء وسخ ماشي باوامر من امريكا,ANGER
115801,مياه هههههههههههه ياولاد الوسخة,ANGER
115824,يا ولاد العرص حتي دي هتكدبوا فيها العالم كله عارف ان بلحه خد أمر مباشر من المجنون ترامب عشان يخرج البنت عشان معاها الجنسيه الامريكيه,ANGER
115834,يلا ياولاد الوسخه ياجرايد معرصه,ANGER
115865,هما ولاد العرص دول مبررتهم جاهزة لكل حاجة,ANGER
115872,قضاء الشاخخ المعرص,ANGER
115876,اتفو عليكم جرنال وسخ,ANGER
